label,trajectory,ids
1,"[[106, 90], [117, 81], [129, 73], [143, 58], [131, 41], [125, 34], [111, 28], [106, 29], [96, 26], [107, 18], [124, 13], [127, 8], [138, 13], [136, 17], [139, 17], [144, 14], [145, 12], [159, 7]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[89, 15], [74, 31], [70, 38], [80, 46], [91, 46], [90, 46], [101, 27], [100, 23], [98, 22], [102, 54]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[127, 16], [124, 34], [126, 37], [122, 35], [98, 17], [100, 19], [97, 20], [89, 18], [82, 20], [72, 25], [52, 29], [48, 31], [49, 31], [49, 31], [41, 39]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[248, 54], [229, 45], [193, 36], [172, 33], [108, 25], [30, 22]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[64, 15], [59, 15], [52, 15], [54, 15], [55, 15], [57, 15], [56, 25], [57, 29], [61, 30], [67, 29], [70, 29], [77, 29], [84, 29], [87, 28], [96, 15], [94, 31], [93, 47], [92, 49], [93, 51], [97, 48], [97, 48], [98, 45], [102, 43], [108, 43], [118, 48]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[270, 39], [258, 57], [258, 59], [256, 58], [248, 53], [259, 36], [254, 33], [248, 25], [244, 17], [250, 21], [250, 24], [252, 30], [244, 27], [243, 26], [241, 20], [240, 15], [240, 11]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[163, 18], [166, 12], [168, 12], [169, 23], [176, 41], [180, 47], [183, 60], [183, 57], [199, 66], [203, 56], [203, 57], [202, 43], [199, 44], [185, 72], [172, 68], [170, 66], [170, 63], [165, 60], [156, 55], [136, 48], [138, 46], [143, 41], [145, 37], [145, 36], [151, 40], [151, 47], [151, 52]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[77, 15], [55, 15], [42, 15], [42, 15], [52, 15], [63, 16], [68, 16], [78, 15], [82, 15], [89, 15], [89, 15], [88, 15], [56, 15], [56, 15], [70, 16], [78, 21], [82, 26], [82, 26], [97, 50], [105, 52], [105, 49], [110, 47], [128, 42]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[176, 56], [204, 50], [206, 48], [203, 44], [197, 43], [199, 44], [203, 54], [217, 60], [219, 63], [222, 66], [226, 67], [244, 68], [250, 66], [203, 55], [184, 47], [159, 36], [160, 36], [146, 37], [139, 41], [130, 42], [145, 38], [148, 37], [147, 36], [134, 28], [124, 21], [121, 19], [128, 13], [129, 18], [134, 24], [145, 30], [160, 31], [165, 30], [168, 28], [171, 22], [182, 21], [137, 16], [125, 12], [109, 14], [103, 14], [103, 14], [99, 14], [108, 14], [111, 14], [120, 14]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[132, 27], [114, 30], [139, 32], [146, 31], [155, 31], [160, 28], [164, 26], [172, 10], [176, 12], [177, 11], [165, 16], [157, 30], [155, 39], [179, 49], [186, 47], [183, 46], [186, 46]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[237, 7], [229, 33], [224, 47], [226, 47], [224, 43], [224, 32], [227, 29], [236, 22], [251, 26], [265, 72], [260, 70]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[155, 8], [163, 16], [171, 29], [180, 43], [197, 60], [198, 64], [197, 64], [194, 62], [191, 60], [191, 60], [135, 29], [137, 27], [136, 23], [139, 21], [140, 20], [147, 19], [154, 20], [161, 20], [170, 19], [189, 18], [194, 15], [206, 12], [212, 10], [218, 10], [204, 11], [199, 12], [192, 11], [187, 9], [186, 7], [175, 13], [168, 19], [157, 28], [144, 24], [142, 19]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[28, 43], [31, 42], [33, 40], [45, 36], [45, 33], [42, 32], [36, 33], [36, 35], [35, 40], [71, 45], [83, 36], [83, 33], [82, 32], [83, 37], [79, 40], [75, 52], [80, 52], [79, 52], [76, 49], [87, 44], [90, 41], [91, 37], [94, 15], [83, 18], [75, 23], [63, 36], [64, 46], [65, 48], [60, 60], [57, 60], [70, 51], [83, 52], [92, 51], [97, 54], [98, 53], [100, 45], [100, 45]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[84, 37], [97, 41], [112, 45], [118, 51], [96, 42], [88, 34], [84, 32], [91, 35], [77, 35], [48, 29], [50, 26], [52, 30], [64, 26]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[88, 38], [99, 42], [113, 46], [115, 51], [115, 51], [97, 43], [89, 35], [86, 33], [94, 36], [92, 36], [79, 36], [64, 31], [63, 29], [53, 30], [56, 30], [65, 17]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[7, 48], [11, 44], [19, 41], [27, 36], [37, 17], [50, 29], [74, 34], [74, 40], [86, 42], [88, 40], [56, 38], [23, 42], [24, 43], [40, 31], [48, 31], [68, 33]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[33, 54], [31, 54], [28, 53], [33, 51], [35, 50], [38, 48], [41, 46], [45, 44], [49, 42], [53, 39], [54, 38], [54, 38], [53, 38], [52, 38], [54, 38], [56, 40], [57, 40], [60, 40], [62, 37], [64, 34], [70, 32], [74, 32], [74, 34], [74, 40], [79, 49], [83, 51], [85, 53], [87, 53], [88, 53]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[150, 20], [173, 32], [186, 33], [186, 34], [153, 17], [118, 7]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[143, 18], [142, 18], [135, 18], [127, 19], [127, 23], [123, 25], [115, 22], [117, 22], [94, 26], [79, 35], [70, 45], [50, 34], [56, 31], [62, 27], [60, 27], [72, 23], [67, 15], [62, 14], [49, 14], [41, 14], [57, 15], [68, 19], [89, 19], [103, 21], [125, 23], [142, 33], [155, 40], [162, 43], [169, 47], [184, 50], [184, 54], [195, 56], [211, 47], [202, 42], [196, 35], [193, 32], [187, 26], [182, 20], [178, 17], [172, 8]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[118, 15], [114, 15], [111, 15], [116, 15], [126, 15], [134, 17], [149, 21]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[111, 36], [91, 43], [84, 39], [82, 54], [88, 61], [82, 56], [120, 51], [131, 47], [143, 42], [158, 40], [162, 39], [151, 11], [153, 18], [152, 30], [149, 31], [149, 29], [154, 23], [156, 22]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[57, 14], [35, 17], [43, 34], [48, 33], [60, 24], [64, 22], [66, 25], [75, 16], [59, 14], [49, 14], [32, 14], [8, 15], [9, 14]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[33, 44], [36, 50], [45, 53], [47, 53], [76, 50], [80, 48], [80, 45], [86, 41], [80, 44], [72, 54], [76, 54], [81, 53], [98, 53], [106, 52], [108, 50], [112, 45], [114, 31], [117, 30], [121, 29], [126, 30], [137, 54]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[163, 20], [150, 27], [147, 31], [142, 25], [130, 28], [131, 29], [131, 29], [123, 30], [123, 31], [127, 29], [135, 29], [141, 29], [162, 33], [166, 40], [169, 41], [174, 40], [177, 35], [177, 32], [167, 26], [160, 19], [155, 16]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[175, 7], [173, 17], [173, 24], [177, 31], [182, 41], [179, 43], [163, 49], [165, 52], [148, 47], [148, 40], [142, 33], [131, 24], [126, 23], [128, 27], [130, 33], [135, 36], [137, 36], [163, 25], [171, 19], [186, 7], [186, 7]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[71, 22], [53, 23], [66, 16], [72, 14], [84, 14], [91, 9], [93, 7], [103, 14], [98, 14], [109, 21], [120, 21], [128, 19], [132, 24], [139, 23], [151, 23], [159, 21], [165, 21], [165, 18], [170, 21], [173, 24], [184, 29], [187, 30], [186, 31]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[72, 24], [54, 24], [67, 17], [73, 15], [85, 15], [92, 10], [94, 7], [101, 15], [98, 15], [97, 20], [110, 22], [120, 22], [127, 20], [131, 24], [137, 24], [151, 24], [159, 22], [166, 21], [166, 19], [169, 22], [177, 29], [180, 30], [180, 31], [175, 32], [181, 32]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[250, 9], [228, 18], [227, 18], [233, 15], [238, 14], [240, 13], [241, 8], [231, 10], [230, 12], [230, 15], [213, 15], [213, 14], [213, 14], [202, 17], [198, 18], [202, 17], [209, 18], [214, 20], [218, 19], [229, 17], [234, 15], [235, 12], [236, 10], [234, 11], [233, 12], [232, 12], [233, 10]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[268, 46], [264, 33], [239, 58], [222, 60], [220, 60], [205, 52], [206, 50], [209, 44], [217, 32], [217, 28], [217, 19], [214, 12], [212, 9], [206, 7], [208, 8], [216, 11], [219, 17], [219, 21], [221, 29], [219, 30], [221, 30], [248, 55], [248, 55], [245, 53], [253, 43], [261, 40], [260, 38], [275, 37], [274, 37], [278, 38]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[262, 50], [268, 47], [259, 39], [243, 39], [242, 37], [245, 37], [247, 31], [248, 27], [247, 25], [265, 23], [272, 25], [285, 28], [279, 31], [275, 48], [276, 52], [269, 54], [264, 55], [265, 51], [258, 35], [257, 33], [257, 32], [257, 34]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[267, 49], [272, 46], [280, 44], [280, 42], [272, 42], [257, 51], [229, 53], [221, 53], [218, 54], [202, 52], [202, 49], [207, 43], [201, 31], [217, 27], [217, 18], [214, 11], [212, 8], [208, 7], [216, 10], [221, 35], [236, 48], [244, 53], [247, 55], [245, 54], [246, 54], [242, 52], [243, 47], [252, 42], [261, 40], [258, 37], [277, 36], [273, 36]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[207, 9], [213, 12], [209, 20], [206, 22], [206, 22], [210, 17], [200, 8], [196, 17], [199, 24], [195, 30], [183, 39], [189, 33], [203, 29], [209, 21], [188, 14], [194, 11], [178, 8], [178, 10], [182, 14], [181, 13], [180, 11], [186, 9], [184, 8], [182, 8], [182, 7], [173, 8], [182, 13], [185, 32], [178, 45], [182, 48], [189, 52], [193, 51], [189, 50], [193, 43], [187, 38], [191, 34], [194, 23], [194, 19], [196, 7]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[270, 33], [246, 32], [238, 36], [242, 39], [256, 48], [275, 54], [284, 55], [255, 62], [289, 59], [288, 62], [287, 67], [283, 43], [280, 23], [269, 13]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[96, 15], [49, 15], [51, 15], [43, 15], [59, 15], [74, 17], [111, 23], [157, 23], [165, 24], [192, 40], [201, 46], [203, 49], [211, 54], [218, 55], [222, 55], [224, 56], [234, 55], [233, 54], [232, 52], [230, 48], [230, 46], [228, 41], [226, 36], [227, 34], [231, 28], [244, 35], [258, 43], [285, 59]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[156, 38], [155, 36], [151, 32], [149, 25], [156, 29], [164, 46], [152, 49], [165, 40], [169, 43], [159, 29], [167, 30], [163, 40], [150, 39], [151, 34], [132, 28], [146, 37], [139, 37], [128, 40]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[104, 53], [97, 47], [48, 39], [60, 41], [58, 56], [60, 53], [79, 47], [105, 40], [109, 41], [108, 38], [107, 35], [107, 30], [115, 31]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[88, 65], [80, 64], [75, 63], [75, 63], [72, 64], [65, 64], [63, 64], [62, 60], [66, 58], [69, 58], [75, 58], [81, 57], [86, 58], [92, 61], [97, 64], [98, 66], [103, 66], [105, 64], [107, 64], [110, 62], [116, 61], [116, 60], [122, 60], [127, 60], [129, 62], [133, 66], [133, 68], [136, 68], [136, 68], [138, 66], [140, 60], [134, 60], [124, 60], [120, 59], [120, 58], [121, 57], [125, 55], [128, 55], [132, 54], [132, 54], [136, 54], [144, 55]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[126, 20], [125, 20], [126, 23], [152, 50], [160, 53], [168, 56], [165, 55], [168, 53], [168, 53], [173, 51], [172, 52], [174, 53], [178, 56], [183, 56], [182, 54]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[211, 9], [212, 11], [216, 13], [227, 7], [223, 11], [201, 32], [197, 34], [202, 41], [222, 38], [232, 37], [253, 36], [251, 37], [249, 39], [246, 34], [240, 14], [235, 18]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[206, 63], [202, 64], [199, 62], [198, 54], [186, 51], [183, 50], [173, 49], [168, 47], [167, 46], [165, 46], [166, 44], [164, 44], [167, 43], [163, 41], [165, 40]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[113, 62], [108, 55], [101, 49], [111, 48], [120, 49], [121, 54], [116, 56], [126, 56], [133, 54], [135, 53], [140, 48], [144, 41], [138, 44], [133, 43], [129, 42]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[106, 9], [102, 15], [114, 15], [121, 13], [122, 8], [122, 7], [122, 7], [118, 15], [111, 20], [112, 26], [129, 33], [166, 38], [183, 40], [205, 46], [184, 44], [184, 44], [182, 46]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[40, 15], [31, 15], [22, 15], [16, 15], [22, 15], [16, 15], [26, 15], [86, 33], [94, 43], [93, 43], [85, 41], [66, 27], [54, 18], [37, 15], [35, 15], [38, 15], [45, 15]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[52, 15], [51, 15], [48, 15], [49, 15], [50, 15], [51, 15], [52, 15], [53, 15], [57, 15], [70, 15], [76, 15], [84, 15], [87, 15], [122, 15], [154, 7], [151, 10], [144, 15], [143, 15], [137, 15], [139, 11], [142, 10], [143, 7]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[36, 14], [36, 14], [32, 14], [32, 14], [33, 14], [41, 14], [59, 14], [78, 14], [66, 14], [80, 14], [78, 14], [74, 14], [86, 14], [85, 14], [84, 16], [85, 18]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[107, 16], [104, 16], [98, 17], [100, 20], [96, 20], [89, 17], [81, 20], [72, 25], [62, 30], [56, 31], [56, 31], [47, 35], [49, 36], [43, 35], [45, 34], [41, 34], [36, 35], [26, 36], [23, 40], [26, 38], [26, 38], [28, 36], [43, 34]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[64, 24], [80, 21], [76, 20], [76, 19], [71, 15], [79, 15], [75, 15], [85, 15], [129, 15], [135, 26], [137, 30], [146, 33], [162, 31], [166, 30], [166, 26], [160, 14], [164, 18], [170, 24], [178, 38], [184, 41], [185, 45], [183, 48], [182, 48], [195, 44], [194, 24], [191, 25], [182, 19]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[112, 14], [112, 14], [55, 14], [8, 14], [18, 14], [40, 14], [45, 14]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[187, 21], [204, 29], [218, 43], [196, 40], [191, 41], [178, 42], [165, 40], [158, 35], [153, 28], [149, 24], [149, 23], [148, 20], [134, 21], [137, 22], [125, 22], [130, 16]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[174, 8], [172, 17], [182, 47], [179, 54], [176, 58], [163, 60], [164, 58], [147, 48], [147, 40], [142, 33], [131, 25], [125, 24], [127, 27], [129, 33], [134, 37], [137, 37], [143, 33], [150, 25], [157, 19]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[227, 23], [213, 11], [209, 13], [227, 23], [229, 23], [230, 22], [233, 21], [235, 20], [234, 22], [248, 28], [268, 19], [274, 19], [252, 11], [242, 16]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[227, 30], [223, 33], [226, 38], [228, 45], [226, 54], [221, 53], [216, 51], [212, 41], [209, 35], [208, 33], [214, 26], [215, 24], [217, 20], [225, 15], [225, 15], [219, 14], [224, 15], [225, 15], [244, 27], [245, 28], [249, 37]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[241, 23], [237, 28], [233, 34], [237, 37], [240, 41], [251, 48], [255, 46], [266, 39], [264, 14]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[208, 9], [214, 14], [209, 15], [208, 19], [208, 19], [212, 17], [201, 9], [197, 10], [200, 13], [196, 14], [197, 14], [204, 15], [205, 15], [188, 15], [192, 11], [179, 9], [182, 13], [182, 13], [182, 12], [183, 9], [183, 8], [183, 8], [183, 8], [174, 8], [183, 13], [185, 14]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[240, 94], [244, 95], [249, 102], [253, 108], [253, 110], [255, 105], [261, 96], [263, 93], [247, 91], [237, 92], [235, 94], [234, 100], [232, 101], [231, 110], [231, 118], [226, 120], [220, 113], [208, 104], [203, 93], [201, 89], [197, 83], [202, 83], [205, 83], [210, 84], [215, 85], [214, 86]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[242, 45], [237, 31], [233, 26], [228, 16], [227, 13], [228, 12], [230, 13], [235, 16], [238, 20], [249, 28]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[211, 10], [211, 11], [216, 14], [227, 7], [223, 11], [201, 32], [196, 35], [237, 37], [250, 36], [253, 37], [251, 38], [249, 40], [246, 35], [243, 31], [237, 16]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[253, 9], [245, 14], [259, 16], [266, 19], [259, 21], [254, 25], [239, 36], [239, 43], [237, 45], [235, 48], [233, 56], [231, 59], [225, 57], [218, 52], [234, 34], [237, 34], [271, 36], [272, 30], [260, 23], [229, 10]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[146, 11], [146, 15], [146, 20], [138, 34], [139, 35], [138, 38], [137, 39], [138, 40], [139, 41], [140, 40], [142, 39], [143, 38], [143, 37], [143, 36], [144, 35], [143, 34], [146, 29], [148, 28], [149, 27], [150, 23], [151, 21], [153, 20], [148, 18], [147, 16], [146, 16], [149, 15], [147, 13], [147, 13], [150, 14]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[191, 38], [179, 35], [175, 34], [165, 31], [162, 34], [159, 33], [165, 31], [178, 36], [206, 27], [202, 19], [200, 14], [193, 9], [194, 8], [205, 15], [210, 19], [198, 12]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[68, 15], [72, 16], [76, 15], [88, 15], [61, 15], [66, 15], [75, 16], [90, 44], [91, 46], [104, 53], [104, 52], [109, 55]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[33, 31], [70, 20], [78, 15], [82, 15], [70, 15], [63, 15], [56, 15], [60, 15], [64, 15], [74, 15], [90, 15], [111, 15], [105, 15], [98, 15], [93, 15], [89, 15], [77, 15], [63, 15], [66, 15], [58, 15], [52, 15], [58, 15], [54, 15], [57, 15]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[240, 59], [242, 47], [241, 46], [233, 42], [234, 38], [241, 37], [248, 24], [251, 11], [245, 20], [252, 27], [260, 32]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[246, 14], [241, 17], [236, 20], [232, 20], [224, 17], [220, 17], [220, 18], [222, 29], [225, 33], [242, 32]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[64, 14], [59, 14], [52, 14], [54, 14], [55, 14], [57, 14], [57, 25], [57, 29], [62, 30], [68, 29], [70, 29], [78, 29], [84, 29], [89, 27], [98, 27], [95, 31]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[87, 64], [93, 58], [94, 46], [96, 40], [116, 24], [147, 35], [147, 41], [134, 44], [115, 47], [112, 48], [111, 52]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[238, 7], [230, 34], [225, 47], [227, 47], [227, 43], [225, 33], [228, 29], [236, 22], [252, 27], [272, 70], [262, 70]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[7, 50], [11, 45], [13, 42], [19, 37], [26, 34], [31, 30], [34, 29], [42, 27], [43, 25], [42, 24], [38, 22], [36, 20], [34, 18], [34, 16], [33, 15], [35, 15], [46, 15], [54, 15], [57, 15], [50, 15], [54, 15], [40, 21], [69, 31], [69, 38]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
